706933402219384,-1.2354458570480347,1.0103839635849,3.004814863204956,0,10:01:50
706933422219384,-1.9680938720703125,1.765378713607788,5.0375542640686035,0,10:01:50
706933441861443,-2.4381697177886963,2.3333537578582764,6.2777886390686035,0,10:01:50
706933461861443,-2.6948893070220947,2.811765432357788,7.031985282897949,0,10:01:50
706933481861443,-2.788620710372925,3.162630081176758,7.537975311279297,0,10:01:50
706933501861443,-2.8463196754455566,3.3941457271575928,7.7843194007873535,0,10:01:50
706933521861443,-2.901545763015747,3.542104721069336,8.042723655700684,0,10:01:50
706933541863014,-2.955921173095703,3.631166696548462,8.277244567871094,0,10:01:50
706933561863014,-3.057614803314209,3.6027514934539795,8.399273872375488,0,10:01:50
706933581863014,-3.129401206970215,3.5383167266845703,8.484617233276367,0,10:01:50
706933601863014,-3.2067880630493164,3.545639991760254,8.549492835998535,0,10:01:50
706933621863014,-3.2312440872192383,3.544137477874756,8.595138549804688,0,10:01:50
706933641863014,-3.2204132080078125,3.5551071166992188,8.599231719970703,0,10:01:50
706933661863014,-3.2251639366149902,3.560824155807495,8.580411911010742,0,10:01:50
706933681864299,-3.237908124923706,3.55426025390625,8.55429744720459,0,10:01:50
706933701864299,-3.2352309226989746,3.54988431930542,8.4698486328125,0,10:01:50
706933721864299,-3.217484474182129,3.550159454345703,8.330548286437988,0,10:01:50
706933741864299,-3.202461004257202,3.555131196975708,8.23129653930664,0,10:01:50
706933761864299,-3.2004263401031494,3.556849718093872,8.262495040893555,0,10:01:50
706933781864299,-3.216627836227417,3.5540049076080322,8.395028114318848,0,10:01:50
706933801864299,-3.229823112487793,3.5473198890686035,8.480988502502441,0,10:01:50
706933821865156,-3.2282447814941406,3.541266918182373,8.441725730895996,0,10:01:50
706933841865156,-3.2152211666107178,3.542020082473755,8.338136672973633,0,10:01:50
706933861865156,-3.1993560791015625,3.5481088161468506,8.229172706604004,0,10:01:50
706933881865156,-3.1999523639678955,3.5553605556488037,8.302579879760742,0,10:01:50
706933901865156,-3.233071804046631,3.563387393951416,8.59493637084961,0,10:01:50
706933921865156,-3.2543535232543945,3.5416033267974854,8.623040199279785,0,10:01:50
706933941865156,-3.267742872238159,3.527878761291504,8.578725814819336,0,10:01:50
706933961865156,-3.271082639694214,3.5219216346740723,8.568337440490723,0,10:01:50
706933981865156,-3.2621359825134277,3.527527093887329,8.574979782104492,0,10:01:50
706934001865156,-3.2457962036132812,3.533658504486084,8.616917610168457,0,10:01:50
706934021865156,-3.2189412117004395,3.544130563735962,8.640886306762695,0,10:01:50
706934041865156,-3.19944167137146,3.575853109359741,8.643298149108887,0,10:01:50
706934061865156,-3.170480251312256,3.601789712905884,8.626548767089844,0,10:01:50
706934081865156,-3.1695287227630615,3.605513334274292,8.604209899902344,0,10:01:50
706934101865156,-3.1880486011505127,3.5800626277923584,8.58293342590332,0,10:01:50
706934121865156,-3.2458863258361816,3.584643840789795,8.572738647460938,0,10:01:50
706934141864789,-3.2676849365234375,3.5621590614318848,8.59786605834961,0,10:01:50
706934161864789,-3.2654573917388916,3.5447750091552734,8.634570121765137,0,10:01:50
706934181865389,-3.2472124099731445,3.5291953086853027,8.64307689666748,0,10:01:50
706934201865389,-3.2334530353546143,3.518808603286743,8.630393028259277,0,10:01:51
706934221865389,-3.2362513542175293,3.529442310333252,8.629118919372559,0,10:01:51
706934241865389,-3.2269434928894043,3.559675931930542,8.636251449584961,0,10:01:51
706934261865389,-3.2047767639160156,3.5894088745117188,8.625842094421387,0,10:01:51
706934281864789,-3.1860082149505615,3.6084327697753906,8.642845153808594,0,10:01:51
706934301864789,-3.160726547241211,3.6171247959136963,8.655776977539062,0,10:01:51
706934321865389,-3.1670165061950684,3.6045634746551514,8.639657020568848,0,10:01:51
706934341865389,-3.191960334777832,3.5890064239501953,8.599381446838379,0,10:01:51
706934361865389,-3.20619535446167,3.5706541538238525,8.578117370605469,0,10:01:51
706934381865389,-3.2093005180358887,3.5632078647613525,8.579105377197266,0,10:01:51
706934401865389,-3.2129669189453125,3.5758016109466553,8.610091209411621,0,10:01:51
706934421864789,-3.1858818531036377,3.581803321838379,8.645913124084473,0,10:01:51
706934441864789,-3.162238359451294,3.6105451583862305,8.629090309143066,0,10:01:51
706934461864789,-3.165630340576172,3.6193313598632812,8.594731330871582,0,10:01:51
706934481864789,-3.171882152557373,3.613217353820801,8.58698844909668,0,10:01:51
706934501864789,-3.184030771255493,3.5987660884857178,8.608163833618164,0,10:01:51
706934521864789,-3.1841490268707275,3.5955166816711426,8.644627571105957,0,10:01:51
706934541864789,-3.1770451068878174,3.593350410461426,8.667340278625488,0,10:01:51
706934561864789,-3.1850783824920654,3.6014833450317383,8.662529945373535,0,10:01:51
706934581864789,-3.1992132663726807,3.599722385406494,8.619418144226074,0,10:01:51
706934601864789,-3.194270610809326,3.604135274887085,8.561147689819336,0,10:01:51
706934621864789,-3.2221012115478516,3.61665415763855,8.525493621826172,0,10:01:51
706934641864789,-3.2063369750976562,3.658519983291626,8.480175018310547,0,10:01:51
706934661864789,-3.213385581970215,3.641737461090088,8.258420944213867,0,10:01:51
706934681865389,-3.3473753929138184,3.5068447589874268,7.877542495727539,0,10:01:51
706934701865389,-3.253140687942505,3.409733533859253,7.349079608917236,0,10:01:51
706934721865389,-3.0873639583587646,3.2508180141448975,6.890625,0,10:01:51
706934741865389,-3.189936637878418,2.7530112266540527,7.171586036682129,0,10:01:51
706934761865389,-3.579151153564453,2.226405620574951,8.50335693359375,0,10:01:51
706934781864789,-3.4882652759552,1.8561811447143555,10.529282569885254,0,10:01:51
706934801864789,-3.193035840988159,1.5439212322235107,13.462514877319336,0,10:01:51
706934821865389,-2.1175172328948975,0.8217770457267761,14.861734390258789,0,10:01:51
706934841865389,-1.371773600578308,0.5310914516448975,14.778575897216797,0,10:01:51
706934861865389,-0.7716572880744934,0.33650293946266174,14.001662254333496,0,10:01:51
706934881865389,-0.8105301856994629,-0.3734353184700012,12.143723487854004,0,10:01:51
706934901865389,-1.2147408723831177,-1.134838581085205,10.088650703430176,0,10:01:51
706934921864789,-2.2296321392059326,-1.8331845998764038,9.178302764892578,0,10:01:51
706934941864789,-2.9477272033691406,-2.236497402191162,7.850727081298828,0,10:01:51
706934961864789,-3.206981897354126,-2.057643413543701,5.9217729568481445,0,10:01:51
706934981864789,-3.183487892150879,-1.9256378412246704,4.268681526184082,0,10:01:51
706935001864789,-3.4319934844970703,-2.108985185623169,3.2576029300689697,0,10:01:51
706935021864789,-5.3598504066467285,-2.1769466400146484,3.5667994022369385,0,10:01:51
706935041864789,-5.108761787414551,-3.7410225868225098,5.364325046539307,0,10:01:51
706935061864789,-3.1704041957855225,-1.7980791330337524,8.295331954956055,0,10:01:51
706935081864789,-0.5812668204307556,-0.016745762899518013,10.752135276794434,0,10:01:51
